GENDER_R,AGE_R,EARNHR,YRSQUAL,C_D05,C_Q09,D_Q03,D_Q05a2,D_Q09,J_Q02a,J_Q03b,J_Q04a
2,47,,10,3,7,,,,1,3,2
1,27,,14,1,3,1,,,2,0,1
1,24,,10,2,3,,,,2,0,1
2,44,8.38,12,1,22,1,1989,1,1,1,1
2,40,,10,1,20,1,,,1,1,1
1,26,,15,3,1,,,,2,0,1
2,43,,14,2,10,,,,2,1,1
2,64,,6,3,0,,,,1,2,1
1,16,,6,3,0,,,,2,0,1
2,58,5.47,6,1,24,1,1993,1,2,1,1
1,41,19.27,15,1,15,2,1997,1,1,2,1
1,60,,10,3,35,,,,1,2,1
2,34,6.36,15,1,7,1,2009,1,1,1,2
1,22,,12,3,1,,,,2,0,1
2,30,12.5,17,1,10,2,2000,1,2,0,1
2,31,4.91,10,1,1,2,1998,2,1,2,1
2,31,6,10,1,8,1,2007,5,2,1,1
1,22,,10,3,1,,,,2,0,1
1,38,,10,1,20,1,,,1,0,1
1,50,9.25,15,1,31,1,1980,1,1,2,1
2,58,,6,3,11,,,,2,2,1
1,32,,12,2,2,,,,1,1,2
1,30,,15,1,4,1,,,2,0,1
2,36,6.61,12,1,16,1,2008,2,1,2,1
2,53,6.94,10,1,30,1,2001,1,1,2,1
2,33,5.78,10,1,5,1,2006,1,2,0,1
1,50,5.2,14,1,29,1,2003,1,1,1,1
1,25,3.47,21,1,0,1,2011,4,2,0,1
1,53,5.55,15,1,18,1,2000,1,1,1,2
1,23,3.7,10,1,1,1,2011,5,2,0,1
2,39,,6,3,3,,,,1,2,1
1,30,6.94,10,1,13,1,2001,1,1,0,1
1,61,,12,3,38,,,,1,2,1
1,40,7.51,10,1,8,1,2003,1,1,1,1
2,53,4.86,10,1,20,1,2004,1,1,1,1
2,59,,10,3,31,,,,1,2,1
2,42,,17,1,21,1,,,2,1,2
2,38,7.51,12,1,16,1,2005,1,2,1,2
2,36,,17,1,14,1,,,1,0,1
1,45,4.26,6,1,4,2,2011,2,1,2,1
1,41,,10,2,17,,,,1,1,1
2,62,5.78,6,1,28,3,1991,1,1,2,1
2,38,,6,1,20,1,,,1,8,1
1,42,8.09,14,1,24,1,2007,1,1,2,1
2,32,6.82,14,1,11,1,2006,1,2,0,1
2,48,,12,1,20,1,,,1,1,1
2,23,6.05,17,1,1,1,2010,1,2,0,1
1,25,5.78,10,1,10,1,2011,2,1,0,1
2,56,5.78,12,1,10,2,2005,1,1,3,1
1,57,8.09,10,1,41,1,1970,1,1,2,1
2,38,,6,3,6,,,,1,3,1
1,53,14.6,15,1,33,2,1978,1,1,0,1
1,45,8.81,14,1,22,1,1991,1,2,0,1
2,25,10.79,12,1,2,2,2011,2,2,0,1
2,30,5.78,12,1,10,1,2008,1,2,0,1
2,47,,10,2,18,,,,2,1,1
2,43,8,10,1,16,1,2009,2,1,1,1
2,46,,14,2,10,,,,1,2,1
2,38,,12,3,12,,,,1,3,1
2,55,13.36,12,1,35,2,1976,6,1,0,1
1,44,14.45,10,1,24,1,1998,1,1,3,1
2,48,,12,2,3,,,,1,2,1
1,23,6.3,12,1,6,1,2004,1,2,0,1
2,28,,6,2,2,,,,1,1,1
2,31,8.67,15,1,8,1,2007,1,1,2,1
2,50,,12,1,28,1,,,1,2,1
1,32,26.01,6,1,15,1,2011,5,1,1,1
2,28,13.56,15,1,7,1,2006,1,1,0,1
2,43,,10,3,15,,,,1,2,1
2,55,,6,3,30,,,,1,2,2
2,55,,6,3,15,,,,1,1,1
1,56,,10,2,36,,,,1,2,1
2,39,,6,2,3,,,,1,4,2
1,33,,17,1,5,1,,,2,0,1
1,56,9.13,10,1,40,1,1989,1,2,0,1
1,32,15.61,17,1,7,1,2006,1,1,1,2
1,58,,15,3,42,,,,1,2,1
1,41,,10,2,15,,,,1,3,2
1,25,7.3,15,1,4,1,2008,2,2,0,1
2,53,6.8,12,1,22,1,2003,3,1,2,1
1,61,,6,3,43,,,,1,2,1
1,64,,6,3,42,,,,1,4,1
1,50,5.78,10,1,35,1,2011,2,1,2,1
1,36,10.05,15,1,10,1,2004,1,1,0,1
1,40,,17,1,14,1,,,1,2,1
2,65,,6,3,45,,,,1,0,1
2,34,6.36,12,1,12,1,2003,1,1,2,1
2,61,,6,3,7,,,,1,3,1
2,33,3.47,14,1,11,1,2011,1,1,0,1
2,55,7.86,10,1,15,1,1996,1,1,2,1
2,61,,10,3,15,,,,1,4,1
1,20,,12,2,1,,,,2,0,1
2,45,,11,1,20,1,,,1,2,1
2,55,,10,3,15,,,,1,1,1
2,47,10.99,10,1,20,3,2008,1,1,2,1
2,23,,10,2,1,,,,2,0,1
1,42,5.78,10,1,24,1,1990,1,2,2,1
1,46,18.12,14,1,25,1,1989,1,1,1,1
1,56,,12,3,31,,,,1,2,1
2,46,13.87,15,1,22,2,1987,1,1,2,1
2,61,7.93,6,1,21,2,1991,1,1,2,1
1,40,5.78,10,1,20,1,2007,1,1,1,1
2,35,,15,1,10,1,,,1,0,1
2,22,6,17,1,1,1,2011,1,2,0,1
2,65,,12,3,4,,,,2,3,2
1,63,,6,3,28,,,,1,7,1
2,37,8.26,6,1,20,1,2010,2,1,2,2
2,32,6.31,17,1,5,1,2006,1,2,0,1
1,41,10.4,10,1,36,1,1998,1,1,2,1
2,37,,6,3,1,,,,1,2,2
1,54,,6,3,28,,,,2,0,1
2,56,8,12,1,32,1,2008,1,1,2,1
2,45,,12,3,14,,,,1,2,1
1,36,,14,2,10,,,,1,0,1
1,56,11.56,12,1,36,1,1994,1,1,2,1
2,40,13.87,17,1,19,1,1993,1,1,1,1
1,20,4,12,1,1,1,2010,2,2,0,1
2,25,,12,2,5,,,,1,0,1
1,38,,6,3,22,,,,1,0,1
2,52,3.3,10,1,16,1,1997,6,1,2,1
1,39,7.86,17,1,12,1,2009,1,1,0,1
1,33,,6,3,6,,,,2,0,1
1,45,12.52,10,1,25,1,1996,1,1,2,2
2,54,,6,3,9,,,,1,3,1
1,51,14.45,15,1,26,2,1986,1,1,3,1
2,37,4.91,10,1,7,1,2011,4,2,2,2
1,54,10.95,15,1,30,1,1987,1,1,2,1
2,49,7,10,1,12,1,2011,3,1,2,1
2,36,,17,2,13,,,,2,0,1
2,58,,10,3,18,,,,1,3,1
1,33,5.78,6,1,4,1,2007,1,1,1,1
2,44,,6,2,0,,,,1,3,2
2,45,4.62,10,1,8,1,2004,1,1,0,1
1,36,10.4,12,1,13,1,2006,1,1,1,1
2,64,,6,3,15,,,,1,2,1
2,23,,10,2,1,,,,2,0,1
2,21,6.94,12,1,2,1,2009,2,2,0,1
1,54,6.94,12,1,30,1,1988,1,1,2,1
1,35,9.02,12,1,13,1,2008,1,1,6,2
1,39,9.83,12,1,20,1,2006,1,2,0,1
1,47,,6,2,9,,,,2,0,1
1,42,8.67,6,1,20,1,2010,2,1,2,1
1,45,5.78,10,1,26,1,2004,1,1,2,1
1,31,4.27,10,1,2,1,2009,2,1,2,2
2,30,8.67,15,1,5,1,2010,1,1,0,2
2,36,,6,2,3,,,,1,1,1
1,43,,14,3,10,,,,1,0,1
2,26,7.16,12,1,6,1,2009,1,1,0,1
1,56,,15,1,26,2,,,1,2,2
1,38,,6,2,9,,,,2,0,1
1,25,7.91,12,1,5,3,2006,2,2,0,1
1,52,,6,1,35,1,,,1,2,1
2,61,,15,3,39,,,,1,2,1
2,40,10,10,1,7,1,2010,5,2,2,1
2,48,11.56,17,1,23,2,1987,1,1,1,1
2,63,,17,1,35,1,,,1,3,1
2,59,,6,1,43,1,,,1,1,1
1,28,8.09,6,1,11,1,1999,1,2,0,1
2,22,5.2,12,1,5,1,2005,1,2,0,1
2,45,14.6,17,1,18,2,1994,1,1,3,1
2,31,8.09,6,1,12,1,2002,1,1,1,1
2,31,,10,2,2,,,,1,0,2
1,61,,12,3,17,,,,1,2,1
1,61,,10,2,45,,,,1,0,1
2,53,,12,3,4,,,,1,2,1
1,24,,12,3,0,,,,2,0,1
2,32,7.71,14,1,11,1,2008,1,1,2,1
2,48,6.17,12,1,30,1,2006,1,1,2,1
2,63,,6,3,20,,,,1,3,1
2,37,,15,3,16,,,,1,2,2
1,26,,14,2,4,,,,2,0,1
1,47,20.69,17,1,24,2,1999,6,1,2,1
1,21,,11,3,1,,,,2,0,1
1,24,10,12,1,4,1,2007,1,2,0,1
1,50,,15,1,25,1,,,1,1,1
1,60,,15,2,30,,,,1,2,1
2,41,,12,3,6,,,,1,2,1
2,59,4.62,10,1,6,1,2010,2,1,0,1
2,26,,10,2,2,,,,1,1,2
1,30,,10,3,4,,,,1,0,2
1,38,9.08,12,1,13,1,2001,2,1,0,1
2,31,4.81,15,1,4,1,2011,2,1,0,1
2,33,4.82,14,1,11,1,2000,1,1,2,2
2,57,,6,1,20,1,,,1,2,1
1,47,5.78,12,1,28,1,1982,1,1,1,1
2,28,8.55,15,1,7,3,2004,1,1,1,1
2,60,,6,3,15,,,,2,2,1
1,41,8.67,14,1,25,1,1989,1,1,2,1
2,40,,6,3,0,,,,1,3,1
2,39,,10,3,5,,,,1,2,1
1,37,4.17,10,1,15,1,2010,5,2,0,2
2,60,,6,3,27,,,,1,2,1
1,41,6.1,12,1,23,1,2008,1,1,2,1
1,45,15.19,15,1,20,2,2006,1,1,0,1
2,37,23.12,17,1,10,2,2000,6,1,1,1
1,44,19.47,17,1,17,2,2006,1,1,2,1
1,40,,6,2,11,,,,1,3,1
1,65,,6,3,40,,,,1,5,1
1,38,8.67,12,1,15,1,2002,1,1,2,1
1,49,7.51,6,1,31,1,2010,2,1,1,1
2,49,,10,2,14,,,,1,3,1
2,26,,14,3,3,,,,1,1,1
1,62,,10,3,47,,,,1,2,1
1,40,,10,2,12,,,,1,1,2
2,31,,14,3,6,,,,2,0,1
1,46,,15,1,25,1,,,1,1,2
2,49,6.36,10,1,36,2,1996,2,2,0,1
2,57,6.36,6,1,13,1,2003,2,1,3,2
2,24,25,15,1,4,1,2006,2,2,0,1
1,30,7.13,17,1,1,2,2009,4,2,0,1
2,65,,6,3,40,,,,2,0,1
2,40,,10,3,18,,,,1,3,1
1,26,6.94,10,1,8,1,2011,2,1,0,1
2,52,13.21,14,1,32,2,1979,1,1,1,1
1,35,,12,2,18,,,,1,1,1
2,36,5.55,10,1,19,1,2006,1,1,2,1
1,39,,10,2,18,,,,1,1,1
2,24,8.52,15,1,2,2,2009,2,2,0,1
1,31,,17,3,0,,,,2,0,1
1,46,14.53,17,1,23,2,1998,1,2,0,1
1,61,,6,3,40,,,,1,2,1
1,63,,12,1,48,1,,,1,0,1
1,32,,10,1,8,1,,,1,1,1
2,23,,10,2,2,,,,2,0,2
1,35,12.72,14,1,13,1,2006,1,2,1,1
1,26,11,17,1,4,1,2008,2,2,0,1
1,23,3.08,15,1,0,1,2011,4,2,0,1
2,37,,14,3,8,,,,1,2,1
1,50,9.25,6,1,25,2,1994,1,1,3,1
1,60,,15,1,35,1,,,1,2,1
1,48,8.67,10,1,28,2,1993,1,1,2,1
1,37,8.67,10,1,20,1,1994,1,1,1,1
1,35,16.18,10,1,19,2,2009,1,1,1,1
1,36,5.55,6,1,17,1,2009,2,2,1,1
1,50,34.68,15,1,16,1,1996,1,1,0,2
1,26,4.62,12,1,3,1,2011,2,2,0,2
1,38,,14,3,20,,,,2,0,1
1,38,6.94,6,1,20,1,1991,2,1,2,1
2,50,,10,1,20,1,,,1,0,1
2,58,13.87,15,1,32,2,1980,1,1,3,1
1,63,,6,2,41,,,,1,2,1
1,34,19.23,14,1,15,2,2005,1,1,1,1
1,64,,6,3,41,,,,1,2,1
1,33,,10,2,7,,,,2,0,2
1,38,6.65,10,1,18,1,2010,2,1,2,1
2,46,,10,1,7,1,,,1,1,2
2,61,,6,3,27,,,,1,4,1
1,44,6.94,12,1,14,1,1999,1,1,2,2
2,32,,12,3,4,,,,1,1,2
1,40,24.04,17,1,24,1,1999,1,1,2,1
1,46,8.67,6,1,20,1,2007,1,2,0,1
1,35,13.46,15,1,9,1,2004,1,1,0,1
1,19,6,10,1,1,1,2010,1,2,0,1
2,19,,12,3,0,,,,2,0,1
1,17,,6,1,3,1,,,2,0,1
1,55,,6,3,32,,,,1,4,1
2,20,,12,3,0,,,,2,0,2
2,49,,10,1,13,,,,1,2,1
2,25,,12,1,6,1,,,1,2,2
2,34,9.63,15,1,7,2,2009,6,1,0,1
2,52,7.89,12,1,5,2,2007,2,2,0,1
1,36,11.56,17,1,12,2,2007,6,1,2,1
1,52,8.67,10,1,37,1,1993,1,1,2,1
1,56,13.99,17,1,38,1,2002,1,1,2,1
2,64,,6,3,39,,,,1,2,1
1,57,16.52,15,1,35,2,1987,1,1,3,1
2,39,,15,1,14,1,,,1,0,1
2,41,,10,1,4,1,,,1,2,1
1,34,,6,1,15,1,,,2,0,1
2,40,11.56,15,1,19,2,1992,6,1,2,1
1,37,4.39,11,1,22,2,1999,1,1,2,1
1,47,,14,2,17,,,,1,1,1
1,40,4.28,10,1,16,1,2011,2,1,7,1
1,31,,15,3,12,,,,2,0,1
1,48,19.74,14,1,32,1,1979,1,1,0,1
1,40,7,10,1,15,1,2011,2,2,1,1
2,21,,12,2,0,,,,2,0,1
2,55,,10,3,15,,,,1,2,1
2,45,,12,3,3,,,,1,2,1
2,45,2.41,10,1,4,1,2007,3,1,2,1
1,27,5.57,10,1,10,1,2004,1,1,0,1
1,26,8.09,10,1,7,1,2008,2,2,0,1
1,25,,10,3,3,,,,2,0,1
1,35,8.26,12,1,14,1,2010,1,2,0,1
2,39,10.02,15,1,15,2,1995,1,1,2,1
2,22,5.78,15,1,1,1,2011,2,2,0,1
1,38,,10,1,22,1,,,2,2,1
2,20,,6,2,0,,,,2,0,1
1,41,21.3,15,1,17,2,1994,1,1,1,1
1,56,11.56,10,1,42,1,1969,1,1,3,1
1,65,,6,3,40,,,,1,3,1
1,60,,6,2,16,,,,1,7,1
2,45,,12,3,9,,,,1,3,1
1,62,,14,3,40,,,,1,2,1
2,48,,6,3,8,,,,2,2,1
2,32,20.67,17,1,8,1,2003,1,1,1,1
2,52,,6,3,4,,,,1,1,1
2,59,7.27,6,1,18,2,1988,1,2,0,1
1,27,10.98,10,1,9,1,2006,1,1,0,1
2,61,,12,3,14,,,,1,1,1
1,47,,6,1,34,1,,,1,3,1
1,35,7.32,10,1,15,1,2004,1,1,2,1
1,43,23.12,10,1,27,1,2008,1,1,3,1
2,44,8.12,12,1,19,2,1992,1,1,3,1
1,34,,10,1,16,1,,,1,0,1
1,46,,14,1,23,1,,,1,2,1
2,62,,10,3,1,,,,1,1,1
1,46,,6,1,28,1,,,1,2,1
2,53,,14,1,34,1,,,1,2,1
2,30,6.94,10,1,5,1,2010,2,1,4,2
1,40,25.69,17,1,20,1,2006,1,1,1,1
2,22,,15,3,1,,,,2,0,1
1,18,,6,2,0,,,,2,0,1
1,26,,10,3,8,,,,2,0,1
2,25,,6,2,4,,,,2,0,1
2,28,,15,3,6,,,,1,0,2
1,63,,12,3,43,,,,1,2,1
1,47,9.91,17,1,21,2,2004,1,1,1,1
1,28,,12,3,5,,,,2,0,2
1,48,5.55,10,1,30,1,1984,1,1,2,1
2,58,,6,3,14,,,,1,4,1
2,41,,14,3,4,,,,1,1,1
1,23,,14,2,2,,,,2,0,1
1,46,,6,2,17,,,,1,1,1
1,57,16.84,6,1,40,1,1981,1,1,4,1
1,29,,10,2,5,,,,1,1,1
1,24,5.78,10,1,7,1,2004,1,2,0,1
1,41,,11,2,20,,,,1,2,1
1,29,,14,2,2,,,,2,0,1
2,26,4.62,14,1,8,1,2011,3,1,0,1
2,43,12.17,17,1,12,2,1993,1,1,0,1
1,59,,15,2,30,,,,2,3,1
2,44,,6,3,10,,,,1,2,1
1,61,,15,3,37,,,,1,2,1
2,48,,10,2,21,,,,2,2,1
1,61,,12,3,40,,,,1,5,1
2,62,,14,1,46,1,,,1,2,1
2,43,5.39,12,1,28,1,1998,1,1,2,1
1,64,,10,3,45,,,,1,1,1
2,48,9.13,12,1,21,2,1990,1,1,2,1
2,38,7.5,14,1,17,1,2003,1,1,1,1
1,45,,10,1,30,1,,,1,1,1
1,22,,10,2,4,,,,2,0,1
1,45,,17,1,16,1,,,1,2,1
1,35,,10,2,13,,,,1,1,1
2,35,15.41,17,1,9,2,2002,1,1,1,1
1,39,22,17,1,17,1,1997,2,1,1,2
2,45,,10,3,1,,,,1,2,1
2,49,4.95,12,1,9,1,2006,6,2,1,1
1,24,,10,1,8,1,,,1,0,1
1,54,,12,1,30,1,,,1,3,1
2,49,5.78,12,1,30,1,2004,1,1,2,1
1,42,,12,1,21,1,,,2,1,1
2,43,15.41,17,1,17,1,1993,1,1,3,1
2,35,,6,2,10,,,,1,1,1
2,40,8.75,17,1,15,2,2002,6,1,2,1
2,65,,6,3,10,,,,1,4,1
2,29,5.2,14,1,3,3,2010,2,2,0,1
1,55,4.45,10,1,30,1,2008,2,2,1,1
1,49,,14,3,25,,,,1,1,1
2,59,,6,3,38,,,,1,3,1
1,53,6.92,10,1,31,1,2000,1,1,1,1
1,51,,21,2,15,,,,1,3,1
1,49,,10,1,30,1,,,2,2,2
1,43,8.09,6,1,20,1,1990,2,1,1,1
1,42,,10,2,15,,,,1,2,1
2,46,21.14,17,1,21,2,1992,1,1,3,1
2,31,,12,1,12,1,,,1,2,1
2,24,,14,2,6,,,,1,0,1
2,28,,10,2,4,,,,1,1,1
2,50,11,12,1,20,1,2000,5,1,2,2
2,52,,6,3,37,,,,1,2,2
2,65,,6,3,38,,,,2,0,1
2,30,,12,2,1,,,,1,2,2
1,57,,6,1,45,1,,,1,0,1
1,40,,15,1,10,1,,,1,1,1
2,28,,10,3,1,,,,1,2,2
2,22,5.78,12,1,2,1,2006,2,2,0,1
2,43,23.08,17,1,12,2,2004,1,1,1,1
2,30,,10,2,5,,,,1,2,2
1,26,,6,3,2,,,,2,0,1
1,37,4.62,6,1,24,1,2010,1,1,0,2
1,30,9.91,10,1,12,1,2005,2,1,2,1
2,54,,6,3,35,,,,2,0,1
2,52,8.12,12,1,25,2,1989,1,1,2,1
1,51,,10,3,31,,,,1,2,1
1,45,,6,2,5,,,,2,2,1
2,22,5.39,12,1,1,1,2010,1,2,0,1
2,38,7.71,6,1,19,1,2011,2,2,0,1
1,38,11.56,15,1,12,1,2011,2,1,1,1
1,37,12.02,17,1,14,2,1999,1,1,1,1
2,40,5.2,6,1,13,1,1999,1,1,3,1
1,35,,10,3,7,,,,2,0,2
2,56,6.94,6,1,15,1,2007,1,2,4,1
1,31,,17,2,5,,,,2,0,1
2,30,,17,3,1,,,,1,0,1
1,45,7.71,6,1,20,1,2008,1,1,2,1
1,55,,10,3,30,,,,1,2,1
1,36,6.36,14,1,12,1,2000,1,1,2,1
1,33,8.67,10,1,14,1,2000,1,1,1,1
2,40,13.87,17,1,12,2,2003,1,2,1,1
1,52,,10,3,8,,,,2,0,1
1,48,,12,1,30,1,,,1,2,1
2,62,,12,3,19,,,,1,0,1
2,61,,6,2,33,,,,1,1,1
2,61,,12,3,10,,,,1,1,2
1,25,9.71,14,1,3,1,2010,2,2,0,1
2,36,,15,3,16,,,,1,0,2
1,21,,11,1,5,1,,,2,0,1
1,39,,10,3,12,,,,1,1,1
2,47,66.8,21,1,18,2,1994,6,1,3,1
1,60,,10,3,45,,,,1,2,1
2,43,15.61,15,1,18,2,1996,1,1,2,1
2,34,,17,1,12,1,,,1,0,2
1,56,,10,3,15,,,,1,3,1
2,30,,12,2,3,,,,2,3,2
1,53,,12,1,30,1,,,1,2,1
1,34,,10,2,15,,,,2,1,1
2,31,,14,1,7,1,,,1,0,1
2,35,3.98,14,1,15,1,2010,2,1,0,1
2,27,,14,2,8,,,,1,0,1
2,27,7.51,10,1,3,1,2008,1,2,0,1
1,43,7.14,10,1,30,1,2000,2,1,2,1
1,19,,12,3,2,,,,2,0,1
2,42,,6,2,5,,,,1,3,1
2,40,,10,3,9,,,,1,2,1
2,41,,15,2,11,,,,1,1,1
2,28,6.36,12,1,6,1,2005,1,1,1,1
2,45,14.45,15,1,22,2,1988,1,1,1,1
2,19,,12,3,0,,,,2,0,1
2,19,,10,2,1,,,,2,0,1
2,41,,17,2,16,,,,1,2,2
1,21,,10,1,1,,,,2,0,1
1,59,,6,3,26,,,,2,6,1
2,30,,14,2,8,,,,1,2,1
2,47,17.51,15,1,25,2,1986,5,1,2,1
2,23,,10,2,2,,,,1,1,1
2,44,9.81,14,1,20,1,1994,1,1,2,1
2,36,,12,2,12,,,,2,3,1
2,53,,10,2,17,,,,2,2,2
1,64,,6,3,37,,,,1,2,1
2,34,18.03,21,1,6,1,2011,6,1,0,1
2,34,12.45,15,1,9,2,2009,2,1,1,1
1,31,6.61,10,1,9,1,2002,1,1,0,1
1,43,,12,2,6,,,,1,2,2
1,23,,15,3,1,,,,2,0,1
2,35,14.52,15,1,11,1,2002,1,2,1,1
2,48,,10,3,15,,,,1,1,1
2,44,5.78,6,1,25,1,2009,1,1,1,1
2,47,7.71,12,1,20,1,2003,1,1,1,1
2,58,,6,3,1,,,,1,6,1
2,27,,12,2,0,,,,2,0,1
1,52,,10,3,20,,,,2,0,1
2,25,8,15,1,3,1,2008,3,2,0,1
1,30,,14,2,4,,,,1,0,1
2,25,,10,2,1,,,,1,0,2
2,48,,10,2,10,,,,1,3,2
1,47,,12,2,29,,,,2,0,1
1,56,,6,1,35,1,,,1,2,1
2,45,,12,2,5,,,,1,2,1
1,58,,6,3,32,,,,1,3,1
1,31,9.25,12,1,4,1,2007,1,2,0,1
2,43,,10,3,5,,,,1,3,1
2,50,17.92,17,1,22,2,1989,1,1,1,1
